ORIGIN,DEST,QUARTER,PASSENGERS,TIMEPERIOD
DEN,CLT,4,83.0,Fourth Quarter
DEN,CMH,4,91.0,Fourth Quarter
DEN,DAL,4,1456.0,Fourth Quarter
DEN,DCA,4,553.0,Fourth Quarter
DEN,DFW,4,1374.0,Fourth Quarter
DEN,DTW,4,430.0,Fourth Quarter
DEN,EWR,4,903.0,Fourth Quarter
DEN,FLL,4,348.0,Fourth Quarter
DEN,GEG,4,52.0,Fourth Quarter
DEN,HNL,4,80.0,Fourth Quarter
DEN,HOU,4,975.0,Fourth Quarter
DEN,IAD,4,925.0,Fourth Quarter
DEN,IAH,4,839.0,Fourth Quarter
DEN,IND,4,272.0,Fourth Quarter
DEN,JFK,4,180.0,Fourth Quarter
DEN,JMS,4,43.0,Fourth Quarter
DEN,LAS,4,5685.0,Fourth Quarter
DEN,LAX,4,3808.0,Fourth Quarter
DEN,LGA,4,804.0,Fourth Quarter
DEN,MCI,4,842.0,Fourth Quarter
DEN,MCO,4,1115.0,Fourth Quarter
DEN,MDW,4,2060.0,Fourth Quarter
DEN,MIA,4,181.0,Fourth Quarter
DEN,MKE,4,280.0,Fourth Quarter
DEN,MSP,4,1398.0,Fourth Quarter
DEN,MSY,4,266.0,Fourth Quarter
DEN,OAK,4,430.0,Fourth Quarter
DEN,OKC,4,256.0,Fourth Quarter
DEN,OMA,4,195.0,Fourth Quarter
DEN,ONT,4,145.0,Fourth Quarter
DEN,ORD,4,1231.0,Fourth Quarter
DEN,PDX,4,357.0,Fourth Quarter
DEN,PHL,4,448.0,Fourth Quarter
DEN,PHX,4,5566.0,Fourth Quarter
DEN,PIT,4,43.0,Fourth Quarter
DEN,PVD,4,55.0,Fourth Quarter
DEN,RDU,4,216.0,Fourth Quarter
DEN,RNO,4,81.0,Fourth Quarter
DEN,SAN,4,1295.0,Fourth Quarter
DEN,SAT,4,256.0,Fourth Quarter
DEN,SEA,4,1343.0,Fourth Quarter
DEN,SFO,4,2138.0,Fourth Quarter
DEN,SJC,4,369.0,Fourth Quarter
DEN,SLC,4,1234.0,Fourth Quarter
DEN,SMF,4,373.0,Fourth Quarter
DEN,SNA,4,1049.0,Fourth Quarter
DEN,STL,4,920.0,Fourth Quarter
DEN,TPA,4,594.0,Fourth Quarter
DEN,TUL,4,161.0,Fourth Quarter
DEN,TUS,4,162.0,Fourth Quarter
DFW,ATL,4,1631.0,Fourth Quarter
DFW,AUS,4,292.0,Fourth Quarter
DFW,BNA,4,852.0,Fourth Quarter
DFW,BOS,4,381.0,Fourth Quarter
DFW,BWI,4,274.0,Fourth Quarter
DFW,CLT,4,440.0,Fourth Quarter
DFW,CMH,4,48.0,Fourth Quarter
DFW,CRP,4,45.0,Fourth Quarter
DFW,CVG,4,54.0,Fourth Quarter
DFW,DCA,4,601.0,Fourth Quarter
DFW,DEN,4,1326.0,Fourth Quarter
DFW,DTW,4,289.0,Fourth Quarter
DFW,EWR,4,147.0,Fourth Quarter
DFW,FLL,4,294.0,Fourth Quarter
DFW,HNL,4,45.0,Fourth Quarter
DFW,HOU,4,97.0,Fourth Quarter
DFW,IAD,4,59.0,Fourth Quarter
DFW,IAH,4,491.0,Fourth Quarter
DFW,IND,4,101.0,Fourth Quarter
DFW,JFK,4,44.0,Fourth Quarter
DFW,LAS,4,3771.0,Fourth Quarter
DFW,LAX,4,2942.0,Fourth Quarter
DFW,LGA,4,2504.0,Fourth Quarter
DFW,LIT,4,86.0,Fourth Quarter
DFW,MCI,4,198.0,Fourth Quarter
DFW,MCO,4,1478.0,Fourth Quarter
DFW,MEM,4,96.0,Fourth Quarter
DFW,MIA,4,438.0,Fourth Quarter
DFW,MSP,4,774.0,Fourth Quarter
DFW,MSY,4,187.0,Fourth Quarter
DFW,OGG,4,49.0,Fourth Quarter
DFW,ONT,4,43.0,Fourth Quarter
DFW,ORD,4,2446.0,Fourth Quarter
DFW,ORF,4,91.0,Fourth Quarter
DFW,PDX,4,95.0,Fourth Quarter
DFW,PHL,4,769.0,Fourth Quarter
DFW,PHX,4,961.0,Fourth Quarter
DFW,PIT,4,49.0,Fourth Quarter
DFW,RDU,4,47.0,Fourth Quarter
DFW,SAN,4,492.0,Fourth Quarter
DFW,SAT,4,446.0,Fourth Quarter
DFW,SEA,4,845.0,Fourth Quarter
DFW,SFO,4,1170.0,Fourth Quarter
DFW,SJU,4,166.0,Fourth Quarter
DFW,SLC,4,42.0,Fourth Quarter
DFW,SMF,4,50.0,Fourth Quarter
DFW,SNA,4,449.0,Fourth Quarter
DFW,STL,4,190.0,Fourth Quarter
DFW,TPA,4,514.0,Fourth Quarter
DFW,TUL,4,96.0,Fourth Quarter
DSM,PHX,4,44.0,Fourth Quarter
DTW,ATL,4,943.0,Fourth Quarter
DTW,AUS,4,49.0,Fourth Quarter
DTW,BNA,4,97.0,Fourth Quarter
DTW,BOS,4,503.0,Fourth Quarter
DTW,BWI,4,724.0,Fourth Quarter
DTW,DCA,4,368.0,Fourth Quarter
DTW,DEN,4,371.0,Fourth Quarter
DTW,DFW,4,250.0,Fourth Quarter
DTW,ESC,4,46.0,Fourth Quarter
DTW,EWR,4,277.0,Fourth Quarter
DTW,FLL,4,1047.0,Fourth Quarter
DTW,IMT,4,46.0,Fourth Quarter
DTW,LAS,4,1534.0,Fourth Quarter
DTW,LAX,4,534.0,Fourth Quarter
DTW,LGA,4,987.0,Fourth Quarter
DTW,MCI,4,154.0,Fourth Quarter
DTW,MCO,4,2714.0,Fourth Quarter
DTW,MDW,4,44.0,Fourth Quarter
DTW,MIA,4,415.0,Fourth Quarter
DTW,MSP,4,190.0,Fourth Quarter
DTW,MSY,4,233.0,Fourth Quarter
DTW,PBI,4,45.0,Fourth Quarter
DTW,PDX,4,144.0,Fourth Quarter
DTW,PHL,4,141.0,Fourth Quarter
DTW,PHX,4,343.0,Fourth Quarter
DTW,RSW,4,635.0,Fourth Quarter
DTW,SAN,4,123.0,Fourth Quarter
DTW,SEA,4,99.0,Fourth Quarter
DTW,SFO,4,276.0,Fourth Quarter
DTW,SLC,4,47.0,Fourth Quarter
DTW,STL,4,46.0,Fourth Quarter
DTW,TPA,4,545.0,Fourth Quarter
ECP,BNA,4,358.0,Fourth Quarter
EGE,MIA,4,45.0,Fourth Quarter
ELP,AUS,4,365.0,Fourth Quarter
ELP,DAL,4,446.0,Fourth Quarter
ELP,HOU,4,80.0,Fourth Quarter
ELP,LAS,4,189.0,Fourth Quarter
ELP,LAX,4,234.0,Fourth Quarter
ELP,PHX,4,91.0,Fourth Quarter
ELP,SAT,4,365.0,Fourth Quarter
ESC,DTW,4,46.0,Fourth Quarter
EUG,LAX,4,52.0,Fourth Quarter
EWR,ATL,4,2483.0,Fourth Quarter
EWR,AUS,4,633.0,Fourth Quarter
EWR,AVL,4,157.0,Fourth Quarter
EWR,BNA,4,47.0,Fourth Quarter
EWR,BOS,4,1151.0,Fourth Quarter
EWR,CLE,4,47.0,Fourth Quarter
EWR,CLT,4,624.0,Fourth Quarter
EWR,DEN,4,860.0,Fourth Quarter
EWR,DFW,4,137.0,Fourth Quarter
EWR,DTW,4,285.0,Fourth Quarter
EWR,FLL,4,3934.0,Fourth Quarter
EWR,HNL,4,138.0,Fourth Quarter
EWR,IAH,4,845.0,Fourth Quarter
EWR,IND,4,72.0,Fourth Quarter
EWR,LAS,4,827.0,Fourth Quarter
EWR,LAX,4,5325.0,Fourth Quarter
EWR,MCO,4,5155.0,Fourth Quarter
EWR,MDW,4,923.0,Fourth Quarter
EWR,MIA,4,1146.0,Fourth Quarter
EWR,MSP,4,96.0,Fourth Quarter
EWR,MSY,4,189.0,Fourth Quarter
EWR,MYR,4,158.0,Fourth Quarter
EWR,ORD,4,1318.0,Fourth Quarter
EWR,PBI,4,2826.0,Fourth Quarter
EWR,PDX,4,58.0,Fourth Quarter
EWR,PHX,4,690.0,Fourth Quarter
EWR,PIT,4,139.0,Fourth Quarter
EWR,RDU,4,42.0,Fourth Quarter
EWR,RSW,4,896.0,Fourth Quarter
EWR,SAN,4,439.0,Fourth Quarter
EWR,SAV,4,110.0,Fourth Quarter
EWR,SEA,4,436.0,Fourth Quarter
EWR,SFO,4,4819.0,Fourth Quarter
EWR,SJC,4,40.0,Fourth Quarter
EWR,SJU,4,250.0,Fourth Quarter
EWR,SNA,4,344.0,Fourth Quarter
EWR,STL,4,109.0,Fourth Quarter
EWR,TPA,4,1540.0,Fourth Quarter
EWR,TYS,4,88.0,Fourth Quarter
FAI,ANC,4,201.0,Fourth Quarter
FAT,LAS,4,55.0,Fourth Quarter
FLL,ACY,4,661.0,Fourth Quarter
FLL,ALB,4,44.0,Fourth Quarter
FLL,ATL,4,2569.0,Fourth Quarter
FLL,AUS,4,243.0,Fourth Quarter
FLL,BDL,4,473.0,Fourth Quarter
FLL,BNA,4,732.0,Fourth Quarter
FLL,BOS,4,846.0,Fourth Quarter
FLL,BUF,4,119.0,Fourth Quarter
FLL,BWI,4,3995.0,Fourth Quarter
FLL,CAK,4,103.0,Fourth Quarter
FLL,CLT,4,240.0,Fourth Quarter
FLL,CMH,4,44.0,Fourth Quarter
FLL,CVG,4,59.0,Fourth Quarter
FLL,DAL,4,321.0,Fourth Quarter
FLL,DCA,4,641.0,Fourth Quarter
FLL,DEN,4,350.0,Fourth Quarter
FLL,DFW,4,355.0,Fourth Quarter
FLL,DTW,4,1215.0,Fourth Quarter
FLL,EWR,4,3767.0,Fourth Quarter
FLL,HOU,4,303.0,Fourth Quarter
FLL,HPN,4,119.0,Fourth Quarter
FLL,IAD,4,113.0,Fourth Quarter
FLL,IAH,4,194.0,Fourth Quarter
FLL,IND,4,95.0,Fourth Quarter
FLL,ISP,4,193.0,Fourth Quarter
FLL,JAX,4,140.0,Fourth Quarter
FLL,JFK,4,2681.0,Fourth Quarter
FLL,LAS,4,174.0,Fourth Quarter
FLL,LAX,4,396.0,Fourth Quarter
FLL,LBE,4,317.0,Fourth Quarter
FLL,LGA,4,3936.0,Fourth Quarter
FLL,MCI,4,145.0,Fourth Quarter
FLL,MCO,4,358.0,Fourth Quarter
FLL,MDW,4,997.0,Fourth Quarter
FLL,MSP,4,98.0,Fourth Quarter
FLL,MSY,4,699.0,Fourth Quarter
FLL,MYR,4,98.0,Fourth Quarter
FLL,ORD,4,1141.0,Fourth Quarter
FLL,PBG,4,111.0,Fourth Quarter
FLL,PHL,4,916.0,Fourth Quarter
FLL,PHX,4,131.0,Fourth Quarter
FLL,PIT,4,144.0,Fourth Quarter
FLL,PVD,4,172.0,Fourth Quarter
FLL,RDU,4,336.0,Fourth Quarter
FLL,SAN,4,42.0,Fourth Quarter
FLL,SEA,4,64.0,Fourth Quarter
FLL,SFO,4,228.0,Fourth Quarter
FLL,SJU,4,1812.0,Fourth Quarter
FLL,STL,4,195.0,Fourth Quarter
FLL,TPA,4,888.0,Fourth Quarter
GEG,BOI,4,85.0,Fourth Quarter
GEG,DEN,4,52.0,Fourth Quarter
GEG,LAS,4,99.0,Fourth Quarter
GEG,OAK,4,102.0,Fourth Quarter
GEG,PDX,4,206.0,Fourth Quarter
GEG,SEA,4,579.0,Fourth Quarter
GSO,LGA,4,45.0,Fourth Quarter
HNL,ANC,4,70.0,Fourth Quarter
HNL,ATL,4,48.0,Fourth Quarter
HNL,DEN,4,80.0,Fourth Quarter
HNL,DFW,4,45.0,Fourth Quarter
HNL,EWR,4,148.0,Fourth Quarter
HNL,IAH,4,84.0,Fourth Quarter
HNL,ITO,4,8125.0,Fourth Quarter
HNL,JFK,4,91.0,Fourth Quarter
HNL,KOA,4,6391.0,Fourth Quarter
HNL,LAS,4,968.0,Fourth Quarter
HNL,LAX,4,3067.0,Fourth Quarter
HNL,LIH,4,6743.0,Fourth Quarter
HNL,OAK,4,225.0,Fourth Quarter
HNL,OGG,4,12681.0,Fourth Quarter
HNL,ORD,4,107.0,Fourth Quarter
HNL,PDX,4,369.0,Fourth Quarter
HNL,PHX,4,105.0,Fourth Quarter
HNL,PPG,4,65.0,Fourth Quarter
HNL,SAN,4,177.0,Fourth Quarter
HNL,SEA,4,775.0,Fourth Quarter
HNL,SFO,4,917.0,Fourth Quarter
HNL,SJC,4,248.0,Fourth Quarter
HNL,SLC,4,109.0,Fourth Quarter
HNL,SMF,4,108.0,Fourth Quarter
HOU,ABQ,4,117.0,Fourth Quarter
HOU,ATL,4,1345.0,Fourth Quarter
HOU,AUS,4,155.0,Fourth Quarter
HOU,BNA,4,613.0,Fourth Quarter
HOU,BOS,4,137.0,Fourth Quarter
HOU,BWI,4,845.0,Fourth Quarter
HOU,CHS,4,51.0,Fourth Quarter
HOU,DAL,4,4654.0,Fourth Quarter
HOU,DCA,4,359.0,Fourth Quarter
HOU,DEN,4,978.0,Fourth Quarter
HOU,DFW,4,97.0,Fourth Quarter
HOU,ELP,4,40.0,Fourth Quarter
HOU,FLL,4,276.0,Fourth Quarter
HOU,HRL,4,98.0,Fourth Quarter
HOU,LAS,4,683.0,Fourth Quarter
HOU,LAX,4,969.0,Fourth Quarter
HOU,LGA,4,330.0,Fourth Quarter
HOU,MAF,4,332.0,Fourth Quarter
HOU,MCI,4,146.0,Fourth Quarter
HOU,MCO,4,628.0,Fourth Quarter
HOU,MDW,4,1544.0,Fourth Quarter
HOU,MEM,4,99.0,Fourth Quarter
HOU,MSY,4,2400.0,Fourth Quarter
HOU,OAK,4,250.0,Fourth Quarter
HOU,OKC,4,304.0,Fourth Quarter
HOU,PHX,4,856.0,Fourth Quarter
HOU,SAN,4,158.0,Fourth Quarter
HOU,SAT,4,187.0,Fourth Quarter
HOU,STL,4,440.0,Fourth Quarter
HOU,TPA,4,334.0,Fourth Quarter
HOU,TUL,4,246.0,Fourth Quarter
HPN,FLL,4,225.0,Fourth Quarter
HPN,MCO,4,489.0,Fourth Quarter
HPN,PBI,4,613.0,Fourth Quarter
HPN,RSW,4,104.0,Fourth Quarter
HPN,TPA,4,42.0,Fourth Quarter
HRL,HOU,4,113.0,Fourth Quarter
HSV,DCA,4,215.0,Fourth Quarter
IAD,ATL,4,73.0,Fourth Quarter
IAD,AUS,4,49.0,Fourth Quarter
IAD,BOS,4,127.0,Fourth Quarter
IAD,DEN,4,925.0,Fourth Quarter
IAD,DFW,4,84.0,Fourth Quarter
IAD,FLL,4,113.0,Fourth Quarter
IAD,IAH,4,118.0,Fourth Quarter
IAD,LAS,4,338.0,Fourth Quarter
IAD,LAX,4,1503.0,Fourth Quarter
IAD,LGA,4,84.0,Fourth Quarter
IAD,MCO,4,450.0,Fourth Quarter
IAD,ORD,4,175.0,Fourth Quarter
IAD,PHX,4,44.0,Fourth Quarter
IAD,SAN,4,342.0,Fourth Quarter
IAD,SEA,4,259.0,Fourth Quarter
IAD,SFO,4,1641.0,Fourth Quarter
IAD,TPA,4,139.0,Fourth Quarter
IAH,ATL,4,247.0,Fourth Quarter
IAH,BOS,4,344.0,Fourth Quarter
IAH,CLT,4,46.0,Fourth Quarter
IAH,DCA,4,187.0,Fourth Quarter
IAH,DEN,4,841.0,Fourth Quarter
IAH,DFW,4,491.0,Fourth Quarter
IAH,EWR,4,853.0,Fourth Quarter
IAH,FLL,4,184.0,Fourth Quarter
IAH,HNL,4,84.0,Fourth Quarter
IAH,IAD,4,160.0,Fourth Quarter
IAH,LAS,4,914.0,Fourth Quarter
IAH,LAX,4,1206.0,Fourth Quarter
IAH,LGA,4,734.0,Fourth Quarter
IAH,MCO,4,851.0,Fourth Quarter
IAH,MIA,4,417.0,Fourth Quarter
IAH,MSP,4,44.0,Fourth Quarter
IAH,MSY,4,335.0,Fourth Quarter
IAH,ORD,4,995.0,Fourth Quarter
IAH,PHL,4,113.0,Fourth Quarter
IAH,PHX,4,141.0,Fourth Quarter
IAH,SAN,4,191.0,Fourth Quarter
IAH,SEA,4,142.0,Fourth Quarter
IAH,SFO,4,714.0,Fourth Quarter
IAH,SJU,4,81.0,Fourth Quarter
IAH,SNA,4,241.0,Fourth Quarter
IAH,TPA,4,51.0,Fourth Quarter
IAH,TYS,4,47.0,Fourth Quarter
ICT,LAS,4,40.0,Fourth Quarter
IMT,DTW,4,46.0,Fourth Quarter
IND,ATL,4,60.0,Fourth Quarter
IND,BOS,4,162.0,Fourth Quarter
IND,BWI,4,107.0,Fourth Quarter
IND,DEN,4,354.0,Fourth Quarter
IND,DFW,4,101.0,Fourth Quarter
IND,EWR,4,165.0,Fourth Quarter
IND,FLL,4,101.0,Fourth Quarter
IND,LAS,4,201.0,Fourth Quarter
IND,MCO,4,374.0,Fourth Quarter
IND,PHL,4,42.0,Fourth Quarter
IND,PHX,4,170.0,Fourth Quarter
IND,PIE,4,55.0,Fourth Quarter
IND,RSW,4,277.0,Fourth Quarter
IND,TPA,4,371.0,Fourth Quarter
ISP,FLL,4,201.0,Fourth Quarter
ISP,MCO,4,1421.0,Fourth Quarter
ISP,MIA,4,600.0,Fourth Quarter
ISP,PBI,4,583.0,Fourth Quarter
ISP,RSW,4,232.0,Fourth Quarter
ISP,TPA,4,480.0,Fourth Quarter
ITO,HNL,4,7797.0,Fourth Quarter
ITO,OGG,4,255.0,Fourth Quarter
JAN,IAH,4,40.0,Fourth Quarter
JAX,ATL,4,56.0,Fourth Quarter
JAX,BNA,4,109.0,Fourth Quarter
JAX,BOS,4,92.0,Fourth Quarter
JAX,BWI,4,268.0,Fourth Quarter
JAX,FLL,4,47.0,Fourth Quarter
JAX,JFK,4,312.0,Fourth Quarter
JFK,ATL,4,181.0,Fourth Quarter
JFK,AUS,4,92.0,Fourth Quarter
JFK,BOS,4,284.0,Fourth Quarter
JFK,BUF,4,879.0,Fourth Quarter
JFK,BUR,4,54.0,Fourth Quarter
JFK,CHS,4,157.0,Fourth Quarter
JFK,CLT,4,654.0,Fourth Quarter
JFK,DEN,4,139.0,Fourth Quarter
JFK,DFW,4,41.0,Fourth Quarter
JFK,FLL,4,2869.0,Fourth Quarter
JFK,HNL,4,143.0,Fourth Quarter
JFK,IAD,4,96.0,Fourth Quarter
JFK,JAX,4,315.0,Fourth Quarter
JFK,LAS,4,1724.0,Fourth Quarter
JFK,LAX,4,9644.0,Fourth Quarter
JFK,LGB,4,62.0,Fourth Quarter
JFK,MCO,4,3424.0,Fourth Quarter
JFK,MIA,4,885.0,Fourth Quarter
JFK,MSP,4,338.0,Fourth Quarter
JFK,MSY,4,41.0,Fourth Quarter
JFK,ORD,4,308.0,Fourth Quarter
JFK,PBI,4,757.0,Fourth Quarter
JFK,PHX,4,565.0,Fourth Quarter
JFK,RDU,4,86.0,Fourth Quarter
JFK,RSW,4,654.0,Fourth Quarter
JFK,SAN,4,649.0,Fourth Quarter
JFK,SAV,4,59.0,Fourth Quarter
JFK,SEA,4,339.0,Fourth Quarter
JFK,SFO,4,3296.0,Fourth Quarter
JFK,SJU,4,1779.0,Fourth Quarter
JFK,SLC,4,215.0,Fourth Quarter
JFK,SMF,4,71.0,Fourth Quarter
JFK,SRQ,4,47.0,Fourth Quarter
JFK,TPA,4,694.0,Fourth Quarter
JMS,DEN,4,43.0,Fourth Quarter
JNU,ANC,4,233.0,Fourth Quarter
JNU,SEA,4,121.0,Fourth Quarter
KOA,HNL,4,6395.0,Fourth Quarter
KOA,LAX,4,383.0,Fourth Quarter
KOA,LIH,4,173.0,Fourth Quarter
KOA,OGG,4,482.0,Fourth Quarter
KOA,PDX,4,99.0,Fourth Quarter
KOA,SEA,4,205.0,Fourth Quarter
KOA,SFO,4,197.0,Fourth Quarter
KTN,SEA,4,105.0,Fourth Quarter
LAS,ABQ,4,312.0,Fourth Quarter
LAS,AMA,4,84.0,Fourth Quarter
LAS,ATL,4,1368.0,Fourth Quarter
LAS,AUS,4,664.0,Fourth Quarter
LAS,BLI,4,1000.0,Fourth Quarter
LAS,BNA,4,228.0,Fourth Quarter
LAS,BOI,4,108.0,Fourth Quarter
LAS,BOS,4,191.0,Fourth Quarter
LAS,BUF,4,227.0,Fourth Quarter
LAS,BUR,4,2232.0,Fourth Quarter
LAS,BWI,4,804.0,Fourth Quarter
LAS,CLE,4,395.0,Fourth Quarter
LAS,CLT,4,226.0,Fourth Quarter
LAS,CMH,4,406.0,Fourth Quarter
LAS,COS,4,154.0,Fourth Quarter
LAS,CVG,4,94.0,Fourth Quarter
LAS,DAL,4,1017.0,Fourth Quarter
LAS,DEN,4,5724.0,Fourth Quarter
LAS,DFW,4,3708.0,Fourth Quarter
LAS,DTW,4,1559.0,Fourth Quarter
LAS,ELP,4,134.0,Fourth Quarter
LAS,EWR,4,808.0,Fourth Quarter
LAS,FAT,4,107.0,Fourth Quarter
LAS,FLL,4,203.0,Fourth Quarter
LAS,GEG,4,56.0,Fourth Quarter
LAS,HNL,4,681.0,Fourth Quarter
LAS,HOU,4,700.0,Fourth Quarter
LAS,IAD,4,309.0,Fourth Quarter
LAS,IAH,4,736.0,Fourth Quarter
LAS,ICT,4,40.0,Fourth Quarter
LAS,IND,4,192.0,Fourth Quarter
LAS,JFK,4,1513.0,Fourth Quarter
LAS,LAX,4,6841.0,Fourth Quarter
LAS,LBB,4,92.0,Fourth Quarter
LAS,LGB,4,2224.0,Fourth Quarter
LAS,MAF,4,85.0,Fourth Quarter
LAS,MCI,4,1078.0,Fourth Quarter
LAS,MCO,4,221.0,Fourth Quarter
LAS,MDW,4,3232.0,Fourth Quarter
LAS,MEM,4,89.0,Fourth Quarter
LAS,MIA,4,405.0,Fourth Quarter
LAS,MKE,4,924.0,Fourth Quarter
LAS,MSP,4,1533.0,Fourth Quarter
LAS,MSY,4,101.0,Fourth Quarter
LAS,OAK,4,4972.0,Fourth Quarter
LAS,OKC,4,252.0,Fourth Quarter
LAS,OMA,4,143.0,Fourth Quarter
LAS,ONT,4,267.0,Fourth Quarter
LAS,ORD,4,2377.0,Fourth Quarter
LAS,PDX,4,1278.0,Fourth Quarter
LAS,PHL,4,378.0,Fourth Quarter
LAS,PHX,4,3488.0,Fourth Quarter
LAS,PIT,4,161.0,Fourth Quarter
LAS,RDU,4,99.0,Fourth Quarter
LAS,RNO,4,2064.0,Fourth Quarter
LAS,SAN,4,5170.0,Fourth Quarter
LAS,SAT,4,653.0,Fourth Quarter
LAS,SDF,4,50.0,Fourth Quarter
LAS,SEA,4,3015.0,Fourth Quarter
LAS,SFO,4,4732.0,Fourth Quarter
LAS,SJC,4,3182.0,Fourth Quarter
LAS,SLC,4,1165.0,Fourth Quarter
LAS,SMF,4,2087.0,Fourth Quarter
LAS,SNA,4,2053.0,Fourth Quarter
LAS,STL,4,767.0,Fourth Quarter
LAS,TPA,4,166.0,Fourth Quarter
LAS,TUL,4,57.0,Fourth Quarter
LAS,TUS,4,161.0,Fourth Quarter
LAX,ABQ,4,352.0,Fourth Quarter
LAX,ATL,4,1936.0,Fourth Quarter
LAX,AUS,4,741.0,Fourth Quarter
LAX,BDL,4,42.0,Fourth Quarter
LAX,BNA,4,827.0,Fourth Quarter
LAX,BOS,4,1635.0,Fourth Quarter
LAX,BWI,4,454.0,Fourth Quarter
LAX,CLT,4,131.0,Fourth Quarter
LAX,CVG,4,48.0,Fourth Quarter
LAX,DAL,4,1179.0,Fourth Quarter
LAX,DCA,4,216.0,Fourth Quarter
LAX,DEN,4,3833.0,Fourth Quarter
LAX,DFW,4,3001.0,Fourth Quarter
LAX,DTW,4,537.0,Fourth Quarter
LAX,ELP,4,227.0,Fourth Quarter
LAX,EUG,4,45.0,Fourth Quarter
LAX,EWR,4,5268.0,Fourth Quarter
LAX,FLL,4,359.0,Fourth Quarter
LAX,HNL,4,2859.0,Fourth Quarter
LAX,HOU,4,940.0,Fourth Quarter
LAX,IAD,4,1644.0,Fourth Quarter
LAX,IAH,4,1100.0,Fourth Quarter
LAX,JFK,4,9852.0,Fourth Quarter
LAX,KOA,4,323.0,Fourth Quarter
LAX,LAS,4,7117.0,Fourth Quarter
LAX,LIH,4,323.0,Fourth Quarter
LAX,MCI,4,808.0,Fourth Quarter
LAX,MCO,4,779.0,Fourth Quarter
LAX,MDW,4,1901.0,Fourth Quarter
LAX,MIA,4,1826.0,Fourth Quarter
LAX,MSP,4,1015.0,Fourth Quarter
LAX,MSY,4,316.0,Fourth Quarter
LAX,OAK,4,8422.0,Fourth Quarter
LAX,OGG,4,915.0,Fourth Quarter
LAX,ORD,4,4975.0,Fourth Quarter
LAX,PDX,4,1683.0,Fourth Quarter
LAX,PHL,4,1570.0,Fourth Quarter
LAX,PHX,4,3166.0,Fourth Quarter
LAX,PIT,4,40.0,Fourth Quarter
LAX,RNO,4,617.0,Fourth Quarter
LAX,SAT,4,213.0,Fourth Quarter
LAX,SEA,4,3002.0,Fourth Quarter
LAX,SFO,4,12918.0,Fourth Quarter
LAX,SJC,4,5198.0,Fourth Quarter
LAX,SLC,4,1485.0,Fourth Quarter
LAX,SMF,4,3856.0,Fourth Quarter
LAX,STL,4,288.0,Fourth Quarter
LAX,TUS,4,382.0,Fourth Quarter
LBB,DAL,4,485.0,Fourth Quarter
LBB,LAS,4,92.0,Fourth Quarter
LBE,FLL,4,264.0,Fourth Quarter
LBE,MCO,4,380.0,Fourth Quarter
LBE,MYR,4,46.0,Fourth Quarter
LEX,PGD,4,94.0,Fourth Quarter
LGA,ATL,4,4744.0,Fourth Quarter
LGA,BNA,4,513.0,Fourth Quarter
LGA,BOS,4,2052.0,Fourth Quarter
LGA,CLE,4,222.0,Fourth Quarter
LGA,CLT,4,1539.0,Fourth Quarter
LGA,CVG,4,105.0,Fourth Quarter
LGA,DAL,4,821.0,Fourth Quarter
LGA,DCA,4,848.0,Fourth Quarter
LGA,DEN,4,718.0,Fourth Quarter
LGA,DFW,4,2428.0,Fourth Quarter
LGA,DTW,4,923.0,Fourth Quarter
LGA,FLL,4,4310.0,Fourth Quarter
LGA,GSO,4,45.0,Fourth Quarter
LGA,HOU,4,345.0,Fourth Quarter
LGA,IAH,4,744.0,Fourth Quarter
LGA,MCI,4,138.0,Fourth Quarter
LGA,MCO,4,2169.0,Fourth Quarter
LGA,MDW,4,1251.0,Fourth Quarter
LGA,MIA,4,4166.0,Fourth Quarter
LGA,MKE,4,368.0,Fourth Quarter
LGA,MSP,4,299.0,Fourth Quarter
LGA,MYR,4,831.0,Fourth Quarter
LGA,ORD,4,6712.0,Fourth Quarter
LGA,PBI,4,1035.0,Fourth Quarter
LGA,RDU,4,42.0,Fourth Quarter
LGA,RIC,4,94.0,Fourth Quarter
LGA,RSW,4,46.0,Fourth Quarter
LGA,STL,4,225.0,Fourth Quarter
LGA,TPA,4,488.0,Fourth Quarter
LGB,JFK,4,77.0,Fourth Quarter
LGB,LAS,4,2255.0,Fourth Quarter
LGB,OAK,4,2718.0,Fourth Quarter
LGB,PDX,4,81.0,Fourth Quarter
LGB,SEA,4,45.0,Fourth Quarter
LGB,SFO,4,1322.0,Fourth Quarter
LGB,SJC,4,1768.0,Fourth Quarter
LGB,SLC,4,894.0,Fourth Quarter
LGB,SMF,4,835.0,Fourth Quarter
LIH,HNL,4,6741.0,Fourth Quarter
LIH,KOA,4,162.0,Fourth Quarter
LIH,LAX,4,323.0,Fourth Quarter
LIH,OGG,4,758.0,Fourth Quarter
LIH,SEA,4,138.0,Fourth Quarter
LIH,SFO,4,140.0,Fourth Quarter
LIT,DAL,4,49.0,Fourth Quarter
LIT,DFW,4,89.0,Fourth Quarter
MAF,DAL,4,430.0,Fourth Quarter
MAF,HOU,4,393.0,Fourth Quarter
MAF,LAS,4,85.0,Fourth Quarter
MCI,ATL,4,201.0,Fourth Quarter
MCI,AUS,4,88.0,Fourth Quarter
MCI,BNA,4,252.0,Fourth Quarter
MCI,BOS,4,97.0,Fourth Quarter
MCI,BWI,4,218.0,Fourth Quarter
MCI,DAL,4,887.0,Fourth Quarter
MCI,DCA,4,381.0,Fourth Quarter
